model,IMF 1,IMF 2,IMF 3,IMF 4,IMF 5,IMF 6,IMF 7,IMF 8,IMF 9,Residual 10,Residual 3,Residual 4,Residual 5,Residual 6,Residual 7,Residual 8,Residual 9,type
arma,0.21941303,0.067155713,0.084275145,0.121899746,0.108201881,0.179013314,0.203241243,0.071655472,0.031830749,0.056902513,0.244943764,0.229687572,0.175299626,0.148783947,0.1358755,0.08647361,0.068655028,MAE
anfis,0.90000844,0.147614555,0.356829787,0.217139471,0.199361598,0.17512661,0.145962675,0.111148317,0.056211556,0.082273475,0.437154557,0.377251111,0.317402277,0.24756046,0.218440546,0.163043405,0.111749397,MAE
arma_d=1,0.233160084,0.064627977,0.090506948,0.12993113,0.108659831,0.084357355,0.073477877,0.062525721,0.031444854,0.056932623,0.245686153,0.230437322,0.175374254,0.148786979,0.119002017,0.087787897,0.06889207,MAE
arma_d=2,0.221377411,0.069651303,0.099580253,0.134388337,0.109234887,0.084418319,0.07252314,0.063088814,0.031830749,0.056902513,0.271553789,0.233720208,0.175723492,0.148813065,0.117407228,0.086448967,0.068655028,MAE
arma,0.015796223,0.005918745,0.006947144,0.009685809,0.009014954,0.035900894,0.035142502,0.010950384,0.003667036,0.006328026,0.016939784,0.012735102,0.009163117,0.009702462,0.014691194,0.007080961,0.009238732,SE
anfis,0.064546045,0.024174896,0.052074702,0.023354838,0.01452715,0.0228415,0.015641627,0.019712064,0.012483131,0.011070932,0.061775342,0.020784855,0.0240908,0.021826414,0.019325238,0.015025235,0.015337544,SE
arma_d=1,0.014917524,0.004821023,0.006731302,0.011578307,0.009626166,0.005953953,0.004623888,0.007693903,0.003564297,0.006486455,0.015024514,0.01498979,0.009308261,0.009876082,0.008194628,0.007867223,0.009330717,SE
arma_d=2,0.019643158,0.006556161,0.007384801,0.012062525,0.009088789,0.005664719,0.003880097,0.007688222,0.004213311,0.007526066,0.016813524,0.013188994,0.008277002,0.010121756,0.007639013,0.007894885,0.008249098,SE
opt_model,arma,arma1,arma,arma,arma,arma1,arma1,arma1,arma,arma,arma,arma,arma,arma,arma1,arma,arma,NA
